product_name,main_category_fr,additives_n,nutrition_grade_fr,energy_100g,fat_100g,saturated-fat_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,nutrition-score-fr_100g
Soupe Froide Poivron Doux & Épices ,Soupes,0.0,b,276.0,4.6,1.3,2.4,0.9,0.8,0.5,1.0
Orange sans pulpe (lot de 2 x 1 L) Tropicana,Jus d'orange,0.0,c,201.0,0.0,0.0,10.0,0.4,0.8,0.0,4.0
Pure premium pommes pressées ,Jus de pomme,1.0,d,219.0,0.0,0.0,11.7,0.6,0.1,0.0,6.0
"Pure Premium Orange sans Pulpe, 100 % pur jus pressé",Jus d'orange 100% pur jus,0.0,c,201.0,0.0,0.0,10.0,0.4,0.8,0.0,4.0
Gazpacho Vert,Soupes,0.0,b,151.0,1.6,0.3,2.7,0.9,1.0,0.39,0.0
Smoothie fraise-framboise,Boissons,0.0,e,218.0,0.0,0.0,10.9,1.7,0.6,0.0,14.0
Pure Premium Orange sanguine cassis,Jus de fruits 100% pur jus,0.0,c,232.0,0.0,0.0,11.6,1.3,0.4,0.0,5.0
Soupe froide tomate menthe et basilic,Soupes,0.0,b,142.0,1.0,0.1,3.5,1.4,1.1,0.46,1.0
Pure Premium Fraîcheur gourmande,Jus de fruits,1.0,c,184.0,0.0,0.0,9.8,0.4,0.0,0.0,4.0
"Naked Apple, Kiwi & Pineapple",Boissons,0.0,e,240.0,0.0,0.0,11.5,1.3,0.8,0.0,15.0
Multivitamins,Boissons,3.0,e,230.0,0.1,0.0,11.0,1.3,0.4,0.0,15.0
Mango machine Antioxidant,Jus de fruits,2.0,c,220.0,0.0,0.0,12.0,1.9,0.1,0.0,4.0
"Créations Originales, Pure Premium Orange Fraise ",Jus de fruits 100% pur jus,0.0,c,207.0,0.0,0.0,10.3,1.3,0.5,0.0,3.0
Fraîcheur de citron,Jus de fruits,0.0,c,188.0,0.0,0.0,9.4,1.2,0.2,0.0,3.0
Fraîcheur Litchi-Pomme,Jus de fruits,0.0,c,206.0,0.0,0.0,10.7,1.3,0.2,0.0,4.0
Pure Premium Orange sans pulpe 100% pur fruit pressé,Jus d'orange,0.0,c,201.0,0.0,0.0,10.0,0.4,0.8,0.0,4.0
"Soupe froide Tomate, Pastèque & Menthe",Soupes,0.0,a,110.0,0.4,0.0,3.6,0.6,1.4,0.5,-3.0
Essentiels Antioxydant - Orange Grenade Cassis,Jus de fruits,1.0,d,253.0,0.0,0.0,13.1,1.2,0.5,0.0,7.0
Red Machine multivitamins,Boissons,1.0,e,215.0,0.0,0.0,11.0,1.2,0.1,0.0,15.0
Tropicana pure premium orange sans pulpe 100% pur fruit pressé,Jus d'orange 100% pur jus,0.0,c,201.0,0.0,0.0,10.0,0.4,0.8,0.0,4.0
Pure Premium 100% Oranges Pressées sans Pulpe Brésil,Jus d'orange 100% pur jus,0.0,c,201.0,0.0,0.0,10.0,0.4,0.8,0.0,4.0
"Soupe Froide Tomate, Menthe & Basilic",Soupes,0.0,a,143.0,1.0,0.1,3.5,1.4,1.1,0.5,-4.0
Cocktails du monde,Jus de fruits,0.0,d,228.0,0.0,0.0,12.1,0.7,0.3,0.0,7.0
Cocktails du Monde Douceur Tropical,Jus de fruits 100% pur jus,0.0,c,207.0,0.0,0.0,10.4,1.0,0.4,0.0,3.0
Soupe froide petits pois & menthe ,Soupes,0.0,a,194.0,2.0,0.3,2.0,1.4,1.6,0.2,-1.0
Pomme Pressées Format familiale,Jus de pomme,1.0,d,219.0,0.0,0.0,11.7,0.6,0.1,0.0,6.0
Pure Premium Orange sans pulpe (format familial),Jus d'orange 100% pur jus,0.0,c,201.0,0.0,0.0,10.0,0.4,0.8,0.0,4.0
Pure Premium Pamplemousse Rose 100% pur jus pressé,Jus de pamplemousse,0.0,c,172.0,0.0,0.0,8.1,0.6,0.5,0.0,2.0
Pure Premium Ruby Breakfast 100% pur fruit pressé,Jus de fruits 100% pur jus,0.0,b,177.0,0.0,0.0,8.5,0.8,0.7,0.0,1.0
Pure Premium Réveil Fruité (format familial),Jus de fruits,0.0,c,196.0,0.0,0.0,10.1,0.7,0.5,0.0,4.0
Pure Premium Créations Oranges Orange Fruit de la Passion,Jus de fruits 100% pur jus,0.0,c,206.0,0.0,0.0,10.0,0.7,0.8,0.0,4.0
Pure Premium Douceur Orange avec pulpe,Jus d'orange 100% pur jus,0.0,c,193.0,0.0,0.0,9.9,0.4,0.7,0.0,4.0
Pure Premium Douceur Orange sans pulpe,Jus d'orange 100% pur jus,0.0,c,193.0,0.0,0.0,9.9,0.4,0.7,0.0,4.0
Créations Oranges - Orange Pêche Abricot,Jus de fruits,0.0,c,205.0,0.0,0.0,9.8,1.2,0.8,0.0,3.0
Pure Premium Ananas pressés Mangues Pommes,Jus de fruits 100% pur jus,0.0,b,161.0,0.0,0.0,7.9,1.1,0.4,0.0,1.0
Pure Premium Pommes Pink Lady pressées,Jus de pomme,1.0,c,197.0,0.0,0.0,10.0,0.6,0.1,0.0,4.0
Pure Premium Raisins pressés France,Jus de fruits 100% pur jus,0.0,d,268.0,0.0,0.0,15.0,0.2,0.1,0.0,9.0
Soupe Froide Poivron Rouge & Piment Doux,Soupes,0.0,a,205.0,2.9,0.4,2.2,1.2,1.0,0.4,-2.0
Pamplemousse roses pressés Mexique,Jus de pamplemousse,0.0,c,167.0,0.0,0.0,8.1,0.6,0.5,0.0,2.0
Smoothie Fruits Mixés Fraise Framboise,Boissons,0.0,c,223.0,0.0,0.0,10.9,1.7,0.6,0.0,4.0
Clémentine pressée,Jus de fruits,0.0,c,209.0,0.0,0.0,10.4,1.1,0.6,0.0,3.0
Premium Multifruits 12 fruits pressés,Jus de fruits 100% pur jus,0.0,d,224.0,0.0,0.0,11.0,0.6,0.5,0.0,6.0
Rouge Plaisir,Desserts,1.0,a,226.0,0.0,0.0,11.0,2.3,0.5,0.0,-6.0
Looza Ananas,Boissons,0.0,e,222.0,0.0,0.0,12.0,0.4,0.4,0.0,16.0
Jus d'abricot,Boissons,0.0,e,255.0,0.0,0.0,14.0,0.8,0.3,0.0,18.0
Peach,Boissons,1.0,e,271.0,0.0,0.0,15.2,0.7,0.4,0.0,20.0
Schweppes Indian tonic light,Sodas,4.0,b,6.79,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Frites belges Foodservice Quality,Chips et frites,0.0,a,590.0,4.0,2.0,1.0,2.5,2.5,0.05,-2.0
Quartiers de Pommes de Terre Bio,Surgelés,0.0,a,845.0,3.5,0.4,1.0,2.5,2.7,0.05,-7.0
wickie,Biscuits,5.0,d,1858.0,14.9,7.7,22.0,4.1,8.3,0.7,14.0
Gaufre liégeoise,Gaufres,3.0,e,1866.0,22.9,10.9,23.9,1.8,5.5,1.00076,22.0
Riz Long Grain 10 minutes,Riz,0.0,b,1450.0,1.12,0.0,0.48,0.0,7.2,0.0,0.0
Riz - Uncle Ben\\\'s - jasmin,Riz,0.0,b,577.0,0.1,0.0,0.0,0.2,2.7,0.0,0.0
Riz Long Grain Tradition,Riz,0.0,b,531.0,0.4,0.0,0.2,0.4,2.8,0.0,0.0
Uncle Ben\'s - Riz Long Grain,Riz,0.0,a,1462.0,1.3,0.0,0.5,1.0,7.3,0.0,-1.0
Riz long grain 10 minutes,Riz,0.0,a,1462.0,1.3,0.0,0.5,1.0,7.3,0.0100076,-1.0
Riz pour Risotto,Riz,0.0,a,1431.0,0.4,0.2,0.9,1.3,6.9,0.1016,-1.0
Riz Uncle Ben's sachets- Basmati,Riz,0.0,a,1489.0,1.1,0.2,0.0,0.6,9.0,0.0508,-1.0
Riz Long Grain Uncle Ben's,Riz,0.0,a,1462.0,1.3,0.0,0.5,1.0,7.3,0.0,-1.0
Hommos,Produits à tartiner salés,1.0,a,563.0,6.6,1.1,0.0,6.6,6.2,1.0,-2.0
Tomates pelées,Conserves,1.0,a,79.5,0.1,0.0,3.0,1.0,0.9,0.0254,-6.0
Salade de surimi crabe,Salades composées,4.0,c,502.0,4.6,0.8,2.7,0.8,8.0,2.3,10.0
Lait de soja vanille,Boissons,0.0,a,228.0,1.9,0.3,5.7,0.6,3.3,0.13,-1.0
Soya Natur,Yaourts,6.0,a,212.0,2.3,0.4,2.1,1.0,4.0,0.25,-2.0
Yoghurt Soja,Yaourts,2.0,a,181.0,2.3,0.4,0.0,0.8,4.0,0.18,-3.0
Soya Cuisine,Aliments et boissons à base de végétaux,2.0,c,781.0,17.6,2.1,2.1,0.7,3.0,0.14,3.0
Soya choco Bio - 1 litre - Provamel,Boissons,1.0,b,352.0,2.5,0.6,9.7,1.1,3.8,0.1524,0.0
Soya Vanilla,Boissons,4.0,b,232.0,1.7,0.3,6.6,0.5,3.0,0.139954,0.0
Alpro Soya Vanille,Boissons,4.0,b,233.0,1.7,0.3,6.6,0.5,3.0,0.1524,0.0
Soya Dessert Dunkle Schokolade Feinherb,Desserts au chocolat,3.0,b,396.0,2.3,0.8,11.8,1.4,3.0,0.14,1.0
Alpro Soya Original,Boissons,4.0,a,167.0,1.8,0.3,2.7,0.5,3.0,0.059944,-1.0
Soya vanille,Boissons,0.0,a,228.0,1.9,0.3,5.7,0.6,3.3,0.14,-1.0
Soya strawberry,Boisson-a-base-de-soja,0.0,b,98.8,0.84,0.16,2.28,0.24,1.52,0.06,0.0
Alpro Soya à la vanille,Yaourts,6.0,b,286.0,1.52,0.32,8.48,0.4,2.56,0.102,0.0
Smooth Chocolate,Desserts au chocolat,5.0,b,349.0,1.9,0.5,10.5,1.1,3.0,0.14,1.0
Soya light,Boissons,4.0,a,114.0,1.2,0.2,1.4,0.9,2.1,0.1016,-2.0
alpro Heidelbeere,Yaourts,6.0,a,309.0,2.0,0.3,9.4,1.2,3.6,0.21,-1.0
Yaourt soja vanille,Yaourts,7.0,a,314.0,2.2,0.4,9.2,1.0,3.7,0.2,-1.0
Soya Yoghurt,Yaourts,7.0,a,309.0,2.0,0.3,9.4,1.2,3.6,0.21,-1.0
Lait d'amande original,Aliments et boissons à base de végétaux,6.0,b,102.0,1.1,0.1,3.0,0.2,0.5,0.13,0.0
Noisette Original,Boissons,5.0,b,121.0,1.6,0.2,3.1,0.3,0.4,0.13,0.0
alpro Kirsche,Yaourts,7.0,a,314.0,2.0,0.4,9.2,1.0,3.7,0.21,-1.0
Mandel Ungesüsst,Laits,1.0,b,50.0,1.1,0.1,0.1,0.4,0.4,0.13,0.0
Limette-Zitrone,Yaourts aux fruits,7.0,b,323.0,2.0,0.3,9.7,0.6,3.6,0.21,0.0
Mandel ungesüßt,Boissons,1.0,b,52.0,1.1,0.1,0.1,0.4,0.4,0.13,0.0
Erdbeere mit Rhabarber Soya Joghurt,Yaourts,7.0,b,313.0,1.9,0.3,9.4,1.0,3.6,0.25,0.0
Alpro almond dark chocolate drink.,Boissons,0.0,b,197.0,1.3,0.2,6.9,0.8,0.8,0.14,0.0
Avoine original,Laits,1.0,a,185.0,1.5,0.1,3.3,1.4,0.3,0.1,-1.0
Soja saveur chocolat,Boissons,6.0,a,255.0,1.8,0.4,7.5,0.9,3.1,0.14,-1.0
Soja original saveur douce,Boissons,4.0,a,163.0,1.8,0.3,2.5,0.5,3.0,0.11,-1.0
Soya Vanille,Boissons,4.0,b,229.0,1.7,0.3,6.4,0.5,3.0,0.14,0.0
Bio soya original,Boissons,0.0,a,174.0,1.8,0.3,2.3,0.5,3.0,0.14,-1.0
Riz Original,Boissons,3.0,e,200.0,1.0,0.1,3.3,0.0,0.1,0.09,10.0
Coco Original,Boissons,4.0,b,85.0,0.9,0.9,1.9,0.0,0.1,0.13,0.0
Coconut Original,Boissons,4.0,b,85.0,0.9,0.9,1.9,0.0,0.1,0.13,0.0
Natur Ungesüßt,Yaourts,5.0,a,179.0,2.3,0.4,0.0,1.0,4.0,0.25,-2.0
Lait coco amande,Boissons,7.0,d,100.0,1.3,0.6,2.5,0.0,0.3,0.11,6.0
Yaourt Soja-Noix de Coco,Yaourts,3.0,a,208.0,3.0,1.1,0.0,1.0,3.9,0.11,-2.0
Noix de coco-amande,Lait-de-noix-de-coco-et-d-amande,0.0,c,144.0,2.4,0.8,2.3,0.5,0.6,1.1,4.0
Kokosnuss Choco Geschmack,Boissons,3.0,e,171.0,1.1,1.0,5.3,0.0,0.4,0.12,10.0
Alpro Go On Schwarze Johannisbeere,Yaourts,7.0,a,352.0,2.8,0.533,7.53,2.0,5.13,0.28,-2.0
Cuisine Soja (15% MG),Aliments et boissons à base de végétaux,4.0,b,623.0,15.0,1.7,1.2,0.3,2.0,0.14,1.0
Soya red fruit,Boissons,2.0,b,226.0,1.5,0.3,6.0,0.4,2.6,0.18,0.0
Roasted Almond original,Laits,5.0,b,100.0,1.1,0.1,3.0,0.2,0.5,0.14,0.0
Chocolate Flavour Soya Milk,Boissons,6.0,a,251.0,1.8,0.4,7.4,0.9,3.1,0.14,-1.0
Single Soya,Boissons,2.0,b,632.0,15.0,1.7,1.2,0.3,2.0,0.14,1.0
Soja Dessert Vanille,Desserts,1.0,b,390.0,1.8,0.3,9.9,0.5,3.3,0.16,1.0
Bebida de soja,Laits,1.0,a,189.0,2.2,0.4,2.5,0.6,3.7,0.1524,-2.0
Deliciously Dairy Free Custard,Custard,2.0,b,343.0,1.7,0.3,10.0,0.5,3.0,0.139954,2.0
Maya Speculoos,Biscuits,1.0,d,1985.0,17.9,7.6,29.7,6.4,6.3,0.1016,13.0
Rice 100% Galettes de riz complet,Aliments et boissons à base de végétaux,0.0,a,1649.0,3.2,1.0,2.0,2.4,7.8,0.35052,-2.0
Rice cakes,Aliments et boissons à base de végétaux,0.0,a,1645.0,3.0,0.9,2.0,2.4,8.0,0.05,-3.0
Galettes de riz au sarrasin,Aliments et boissons à base de végétaux,0.0,a,1650.0,3.4,1.0,2.0,2.4,8.8,0.35,-3.0
Soya drink Natural,Boissons,0.0,a,167.0,2.0,0.4,0.8,0.4,3.5,0.100076,-2.0
Soya drink natural ,Boissons,0.0,c,167.0,2.0,0.4,0.8,0.4,3.5,0.1,5.0
Yannoh Instant Original,Boissons,0.0,e,368.0,0.1,0.0,7.0,4.4,2.7,0.254,11.0
tempeh nature ,Aliments et boissons à base de végétaux,0.0,a,745.0,10.3,2.0,0.3,5.3,16.7,0.5,-5.0
Galettes de riz au quinoa,Aliments et boissons à base de végétaux,0.0,a,1646.0,3.1,1.0,2.0,3.4,8.8,0.35052,-4.0
Rice drink the original,Boissons,0.0,b,241.0,0.9,0.1,5.0,0.05,0.2,0.100076,1.0
Avoine drink natural,Boissons,0.0,b,209.0,1.3,0.2,4.5,0.5,0.6,0.1,0.0
Lait de riz noisettes et amandes,Laits,0.0,b,346.0,3.9,0.4,4.4,1.0,0.7,0.05,0.0
Rice Drink Hazelnut Almond,Boissons,0.0,b,347.0,3.9,0.4,4.4,1.0,0.7,0.05,0.0
Soupe de légumes verts aux lentilles et Tamari,Soupes,0.0,b,139.0,1.2,0.2,1.0,0.5,1.6,0.6,2.0
Rice drink natural,Laits,0.0,b,211.0,1.1,0.1,7.1,0.0,0.1,0.07,1.0
Seitan,Aliments et boissons à base de végétaux,0.0,a,490.0,1.3,0.5,2.0,1.2,21.3,1.13,-1.0
Rice Drink: The Original,Boissons,0.0,b,241.0,0.9,0.1,5.0,0.05,0.2,0.1,1.0
Rice drink Calcium,Boissons,0.0,b,216.0,1.0,0.1,7.4,0.1,0.1,0.11,1.0
1L OAT DRINK CALCIUM,Boissons,0.0,e,201.0,1.3,0.2,3.7,0.05,0.6,0.1,10.0
Corn maïs ,Aliments et boissons à base de végétaux,0.0,a,1626.0,3.4,0.7,0.2,5.4,7.9,0.33,-4.0
Tartinables extra hummus,Produits à tartiner salés,1.0,b,1088.0,21.8,3.1,1.2,5.4,5.9,0.63,0.0
Edamamé Beans Nature,Aliments et boissons à base de végétaux,0.0,a,461.0,6.4,1.0,1.0,3.6,10.8,0.0762,-14.0
Spelt Epeautre drink Natural,Boissons,0.0,b,188.0,1.0,0.1,7.0,0.2,0.2,0.13,1.0
Corn maïs 100%,Pains,0.0,a,1626.0,3.4,0.7,0.2,5.4,7.9,0.33,-4.0
Rice drink original,Laits,0.0,b,238.0,0.9,0.1,5.0,0.0,0.2,0.1016,1.0
Épeautre calcium,Boissons,0.0,b,188.0,1.0,0.1,7.0,0.2,0.2,0.0,1.0
Soba 100% Sarrasin Complet,Pâtes alimentaires,0.0,a,1508.0,3.0,0.7,1.0,5.9,12.8,0.01,-6.0
Épeautre,Laits,0.0,b,247.0,2.4,0.3,6.5,0.6,0.7,0.127,1.0
Edamamé & Carottes,Conserves,0.0,a,290.0,3.3,0.5,2.0,2.7,5.6,0.1,-6.0
Tortilla chips Original,Chips,0.0,c,2184.0,30.2,3.7,1.0,5.8,6.7,1.0,8.0
Chili Tortilla Chips,Chips et frites,1.0,d,2175.0,30.1,3.6,1.0,6.4,6.6,1.8,11.0
Délice de Poivron Noix et Epices,Produits à tartiner salés,3.0,c,1093.0,23.4,2.6,4.4,2.0,4.0,1.6,9.0
Galettes de sarrasin,Aliments et boissons à base de végétaux,0.0,a,1630.0,4.2,0.8,0.2,7.7,11.6,0.5,-4.0
Rice drink moka,Boissons,1.0,b,292.0,1.0,0.1,8.0,0.5,0.5,0.1,1.0
Rice Drink Coco,Boissons,0.0,b,222.0,1.2,1.0,7.4,0.1,0.2,0.1,1.0
Vegi Burger Lupin Curcuma,Sandwichs,4.0,a,946.0,9.6,1.2,3.6,2.9,9.5,1.2,-1.0
10 Gaufres fourrées Caramel,Gaufres,7.0,c,1620.0,12.0,2.0,29.0,2.3,5.3,0.57,10.0
Préparation pour Pain aux Graines,Pains,0.0,c,1689.0,9.5,2.7,4.0,6.2,16.8,1.6,8.0
Coles de Bruselas,Surgelés,0.0,a,176.0,0.2,0.1,2.3,4.3,3.1,0.06,-11.0
Zanahoria baby,Surgelés,0.0,a,136.0,0.2,0.1,2.8,2.7,0.7,0.16,-8.0
Légumes vapeur assaisonnés - Trio de haricots et poivrons,Surgelés,1.0,a,183.0,1.7,0.7,2.3,3.7,1.7,0.3,-10.0
Bouillon de legumes DAMHERT,Epicerie,0.0,b,38.0,0.8,0.4,0.1,0.1,0.5,0.508,2.0
4 Brusselse wafels,Gaufres,6.0,b,1314.0,15.2,1.5,5.7,2.4,6.1,0.9,2.0
Tortilla Bio Chips Chili,Chips et frites,0.0,d,2059.0,24.0,11.0,1.5,4.0,6.7,1.27,16.0
Patatas prefritas congeladas &quot;Agristo&quot; Bravas,Surgelés,2.0,a,518.0,3.0,4.0,0.5,2.0,2.0,0.254,-3.0
Frisk - Menthe Forte,Snacks sucrés,5.0,b,976.0,0.5,0.4,0.0,0.0,0.0,0.0,2.0
Frisk menthe extra forte,Bonbons,5.0,b,937.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Pur Natur BIO,Yaourts,0.0,b,314.0,3.8,2.4,5.7,0.0,4.3,0.1,1.0
Frites fraîches belges précuites,Chips et frites,0.0,a,580.0,4.0,2.2,0.5,2.4,2.3,0.08,-1.0
Riz cantonais Nasi Goreng,Plats préparés,2.0,b,715.0,7.0,1.3,1.2,1.1,6.4,0.8128,2.0
Poulet Korma et riz Basmati ,Plats à base de viande,3.0,c,707.0,9.2,4.1,2.1,1.6,6.3,0.889,4.0
Poulet Tikka Massala et riz Basmati ,Plats à base de viande,4.0,b,748.0,9.1,4.1,3.2,2.4,6.5,0.7112,2.0
Poulet Tikka Massala et riz Basmati,Plats préparés,4.0,b,659.0,9.1,4.1,3.2,2.4,6.5,0.7,1.0
Nouilles Royales Bami Goreng,Plats préparés,5.0,b,599.0,6.6,1.5,2.4,3.3,7.4,1.4732,0.0
Nouilles Thaï,Pâtes alimentaires,4.0,b,863.0,9.9,1.9,7.4,1.9,8.6,1.1,1.0
Lasagne Bolognaise à base de viande de porc,Plats à base de viande,1.0,b,645.0,8.3,3.9,2.3,1.4,8.1,0.78,1.0
Lasagne Bolognese Bella Rivièra,Plats préparés,1.0,b,645.0,7.9,3.9,1.7,1.2,7.9,0.88,2.0
Lasagne bolognese ,Pates,1.0,b,139.0,6.3,2.5,3.1,1.3,7.8,0.8382,0.0
Maya Saucisson de volaille,Saucisses,6.0,d,829.0,14.0,4.0,2.3,0.0,12.5,1.8,12.0
Paella Royale ,Plats à base de viande,6.0,c,684.0,8.3,2.2,0.5,1.0,9.4,1.18,3.0
Cervelas Ardennais,Saucisses,7.0,e,1197.0,24.0,9.06,2.2,0.7,12.3,2.15,21.0
"Tao Vitality - Green Tea, Ginko Biloba, Vitamin C, Biotin",Sodas,2.0,e,137.0,0.1,0.1,7.2,0.1,0.1,0.02,10.0
Miss Blood Orange Bio Bionina,Jus de fruits,1.0,c,204.0,0.0,0.0,12.0,0.0,0.07,0.0254,5.0
Uncle Pomegranate & Cranberries Bio Bionina,Jus de fruits,1.0,c,175.0,0.0,0.0,10.0,0.0,0.0,0.0254,3.0
Mister Lemon Bio Bionina,Jus de fruits,1.0,c,204.0,0.0,0.0,12.0,0.0,0.03,0.0254,5.0
Lady Pink Grapefruit Bio Bionina,Jus de fruits,1.0,c,179.0,0.0,0.0,10.5,0.0,0.05,0.0254,3.0
Mister Lemon,Sodas,2.0,e,204.0,0.0,0.0,12.0,0.0,0.0,0.03,15.0
Miss blood orange,Boissons,1.0,e,201.0,0.0,0.0,12.0,0.0,0.07,0.001,15.0
Cécémel boisson,Boissons,1.0,e,331.0,1.6,1.1,11.7,0.0,3.1,0.13,19.0
Salted,Chips et frites,0.0,c,1933.0,26.7,2.4,0.88,4.1,5.3,1.0,6.0
Qrax,Petit-déjeuners,4.0,c,1619.0,4.0,1.2,23.7,3.2,6.0,0.762,9.0
Tilo's Céréales Bio Choco Pillows,Petit-déjeuners,1.0,d,1858.0,16.1,4.0,28.0,4.0,8.0,0.55,11.0
Riz et légumes asiatique,Riz,1.0,a,494.0,3.2,2.0,1.9,1.0,2.5,0.9144,-2.0
DeliSoup,Potages,2.0,c,154.0,1.6,1.0,0.7,0.2,0.9,1.9558,8.0
Simone a Soif ! Pomme Géranium,Boisson-naturelle-rafraichissante-a-base-de-plantes-et-de-fruits,0.0,b,63.0,0.0,0.0,3.74,0.0,0.0,0.0,0.0
Simone a Soif ! Concombre Menthe,Boisson-naturelle-rafraichissante-a-base-de-plantes-et-de-fruits,0.0,b,48.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0
Simone a Soif ! Fraise Mélisse,Boisson-naturelle-rafraichissante-a-base-de-plantes-et-de-fruits,0.0,b,77.0,0.0,0.0,4.61,0.0,0.0,0.0,1.0
Saucisses végétales,Aliments et boissons à base de végétaux,1.0,c,1201.0,20.9,1.4,1.8,7.7,6.6,2.286,8.0
Cordon bleu végétal,Produits panés,2.0,c,1100.0,15.5,3.1,3.1,6.4,16.8,1.778,8.0
tiramisu,Desserts,4.0,d,1230.0,12.5,10.8,20.6,0.9,3.7,0.11,16.0
Muesli crunch,Petit-déjeuners,0.0,c,1909.0,15.5,5.9,21.9,4.8,8.4,0.03,9.0
Jus Mangue-Passion,Jus de fruits,0.0,d,222.0,0.5,0.1,10.9,0.2,0.5,0.0254,6.0
Nut Dream,Boissons,4.0,b,124.0,1.7,0.2,2.5,0.6,0.6,0.1,0.0
Rice Dream chocolate flavour + calcium,Boissons,1.0,b,209.0,0.9,0.1,7.0,0.5,0.3,0.1,1.0
Rice Dream Cuisine,Aliments et boissons à base de végétaux,3.0,b,450.0,7.6,0.5,2.6,0.8,0.1,0.1524,0.0
Gaufre Vanille ,Gaufres,1.0,d,1840.0,20.1,8.54,23.0,3.0,6.4,0.625,16.0
Épaules de Lapin Surgelées,Surgelés,0.0,c,791.0,12.8,4.6,0.0,0.0,18.3,0.72,4.0
Bolbu chocolat,Laits,1.0,b,310.0,1.5,0.3,11.7,0.7,0.7,0.127,2.0
Boisson d'avoine bio,Boissons,0.0,b,220.0,1.2,0.1,5.7,0.2,0.4,0.07,1.0
Pétales glacés au sucre,Petit-déjeuners,1.0,d,1611.0,0.5,0.2,28.2,3.5,6.0,1.25,11.0
Coca-Cola sans caféine,Sodas,2.0,e,188.0,0.0,0.0,11.0,0.0,0.0,0.0,15.0
Fanta citron frappé,Sodas aux fruits,4.0,e,203.0,0.0,0.0,11.6,0.0,0.0,0.0,15.0
Coca-Cola cherry,Sodas,2.0,e,180.0,0.0,0.0,10.6,0.0,0.0,0.0254,14.0
Coca Cola Zero,Sodas light,5.0,b,1.0,0.0,0.0,0.0,0.0,0.0,0.02,1.0
Nestea sparkling lemon,Sodas,4.0,e,128.0,0.0,0.0,7.2,0.0,0.0,0.0254,10.0
Limonade Splash,Sodas,2.0,e,213.0,0.0,0.0,12.4,0.0,0.0,0.006604,17.0
Thé glacé saveur pêche blanche Nestea,Boissons,5.0,d,80.0,0.0,0.0,4.5,0.0,0.0,0.0499999999999999,6.0
Mini Canette Coca-Cola,Sodas,2.0,e,180.0,0.0,0.0,10.6,0.0,0.0,0.0,14.0
Thé glacé saveur Pêche Blanche,Boissons,5.0,d,80.0,0.0,0.0,4.5,0.0,0.0,0.05,6.0
Minute Maid Tropical,Sodas aux fruits,0.0,e,178.0,0.0,0.0,9.5,0.0,0.3,0.0,13.0
Coca Cola Light,Sodas light,5.0,b,1.0,0.0,0.0,0.0,0.0,0.0,0.0254,1.0
Coca Cola light,Sodas light,5.0,b,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
Coca-cola light 2L,Sodas light,5.0,b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Coca-Cola Life,Sodas,2.0,d,113.0,0.0,0.0,6.7,0.0,0.0,0.0,9.0
"Coca-Cola Light - sans caféine, sans sucre",Sodas,4.0,b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Nestea Pêche blanche,Boissons,4.0,d,82.0,0.0,0.0,4.5,0.0,0.0,0.0508,6.0
"Château trop trop ouf, saveur fruits rouges",Sodas aux fruits,4.0,e,157.0,0.0,0.0,9.0,0.0,0.0,0.0,12.0
Fanta Mango Geschmack,Boissons gazeuses,1.0,e,176.0,0.1,0.01,10.1,0.0,0.1,0.0254,13.0
Fanta Tropical,Sodas aux fruits,3.0,e,176.0,0.0,0.0,10.1,0.0,0.0,0.0,13.0
Coca Cola Light Lemon,Sodas light,7.0,b,5.1,0.0,0.0,0.0,0.0,0.0,0.0508,1.0
Powerade,Boissons,7.0,d,101.0,0.0,0.0,3.7,0.0,0.0,0.127,7.0
Coca Cola Life,Sodas,3.0,d,113.0,0.0,0.0,6.7,0.0,0.0,0.0,9.0
Coca-cola vanille,Sodas,2.0,e,181.0,0.0,0.0,10.6,0.0,0.0,0.0,15.0
Coca Cola Cherry,Sodas,2.0,e,180.0,0.0,0.0,10.6,0.0,0.0,0.0254,14.0
Sprite Zero,Sodas,4.0,b,4.0,0.0,0.01,0.0,0.0,0.0,0.04,1.0
Nestea  Mangue Ananas,Sodas,4.0,d,82.0,0.0,0.0,4.6,0.0,0.0,0.0508,7.0
Coca Cola light lime,Sodas light,7.0,b,4.3,0.0,0.0,0.0,0.0,0.0,0.0254,1.0
Coca-Cola Zero ,Sodas light,5.0,b,1.4,0.0,0.0,0.0,0.0,0.0,0.02,1.0
Coca Cola Jeux Olympiques de Londres 2012,Sodas,2.0,e,180.0,0.0,0.0,10.6,0.0,0.0,0.0,14.0
Coca cola zero frigo pack,Sodas light,5.0,b,1.4,0.0,0.0,0.0,0.0,0.0,0.02,1.0
Rouge sensation,Jus de fruits à base de concentré,0.0,c,187.0,0.0,0.0,10.6,0.0,0.0,0.0,5.0
Burn intense energy,Sodas,7.0,e,242.7,0.0,0.0,13.3,0.0,0.4,0.0508,18.0
D-Fence Pomme - Framboise,Boissons,5.0,c,54.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0
